,name,brain_neurons,left,right,sink,preliminary_LN,partially_differentiated,motor,unsplittable,class1,all_class1,n_class1,class2,all_class2,n_class2,merge_class,paper_clustered_neurons,center,ipsilateral_axon,contralateral_axon,bilateral_axon,incomplete,MBON_special-cases,accessory_neurons,duplicated_neurons,developmental_defect,missing_axon,missing_dendrite,duplicated_neurons_to_delete,brain_and_inputs,very_incomplete,axon_lat,outputs,inputs,a1_ascending,sensory,a1_sensory,reconstruction_incomplete,io,sensories,PNs,LHNs,MBINs,KCs,MB-FBNs,CNs,dSEZs,dVNCs,RGNs,pre-dVNCs,ascendings,MBONs,pre-dSEZs,FFNs,PNs-somato,LNs,simple_group,all_simple_groups,n_simple_groups,color,hemisphere,pair,pair_id,lineage,axon_output,axon_input,dendrite_output,dendrite_input,considered,selected,selected_lcc,sum_walk_sort,predicted_pair,predicted_pair_id,has_valid_predicted_pair,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,has_embedding,dc_level_1_n_components=10_min_split=32,dc_level_2_n_components=10_min_split=32,dc_level_3_n_components=10_min_split=32,dc_level_4_n_components=10_min_split=32,dc_level_5_n_components=10_min_split=32,dc_level_6_n_components=10_min_split=32,dc_level_7_n_components=10_min_split=32,dc_level_8_n_components=10_min_split=32,dc_level_0_n_components=10_min_split=32,sum_signal_flow,sum_signal_flow_asc,sum_rank_signal_flow,_inds
2379544,BLP12 claw 1 left,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,#ACAAC8,L,10681487,12,BLP12_l,122.0,8.0,2.0,40.0,True,True,True,0.5,10681487.0,12.0,True,-0.0020897273416165,0.033766033485414,0.0180203556773171,-0.0558513948046423,-0.0209992809477426,0.0162953525234525,0.0300057793252995,0.0213630682409903,0.0456042619219957,0.0162365181761079,-0.0020439474299574,-0.0078006267657723,0.0478734897788546,0.01352787799246,-0.0017675306352401,-0.0018494711176735,True,2.0,5.0,12.0,26.0,53.0,97.0,159.0,227.0,0.0,0.1949411518662903,-0.1949411518662903,1171.0,1076
2438653,MB2IN-162 left; PDLr,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,pre-dVNCs,['pre-dVNCs'],1,#E0B1AD,L,10627239,13,DPLp_l,318.0,22.0,0.0,87.0,True,True,True,0.7857142857142857,10627239.0,13.0,True,-0.0070061385195072,0.0456609877752065,-0.0064319341873869,-0.0824978911949321,-0.0631421040515073,-0.0372154820172608,-0.0784933534784501,-0.0073803975649099,0.0060497656167583,-0.0018580561645765,0.0061288944250143,-0.0239887925294665,0.0161640774138678,0.0394822964333889,-0.0040254201425284,0.0209824232579756,True,1.0,3.0,7.0,16.0,34.0,70.0,126.0,198.0,0.0,0.00161740131882,-0.00161740131882,1399.0,1078
2439067,T3: PVLr_left,True,True,False,False,False,False,False,False,LHN,['LHN'],1,,[],0,LHN,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,LHNs,['LHNs' 'pre-dSEZs'],2,#D4E29E,L,3814853,14,BLAvm post_l,335.0,45.0,0.0,223.0,True,True,True,0.5555555555555556,3814853.0,14.0,True,-0.0093252080802251,0.0610787766107194,0.0236575715823682,-0.1188300469847673,-0.056769159194054,0.0134734238495672,-0.0076220402559213,0.1051238086192921,0.0342059188362128,-0.0001835221387806,0.0360836767003481,-0.0264435656080001,-0.0366000792613433,0.0092740059792075,0.0162494168491018,0.0386942828003008,True,2.0,6.0,14.0,29.0,60.0,109.0,178.0,178.0,0.0,-0.0272458546678134,0.0272458546678134,1419.0,1099
2439134,BLDa b 6_from Another temp PN (ds5th-2) left,True,True,False,False,False,False,False,False,LHN,['LHN'],1,,[],0,LHN,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LHNs,['LHNs'],1,#D4E29E,L,4099900,15,BLAd-vm_l,267.0,62.0,0.0,137.0,True,True,True,0.5,4099900.0,15.0,True,-0.0293252789210769,0.1455250869475121,-0.0575492267215763,-0.096612889922347,0.0713377185229907,0.0460277051331717,0.1316668002089515,0.0820242275955332,0.0392163550997281,0.0296204794319969,-0.0962796442278394,0.0924202447707879,-0.0080646092276603,0.127227603582447,0.0844962587998659,0.0392831333616349,True,2.0,6.0,14.0,30.0,61.0,112.0,180.0,249.0,0.0,-0.2080982266677955,0.2080982266677955,1631.0,1098
2439150,inner bridge 2 left,True,True,False,False,False,False,False,False,LHN,['LHN'],1,,[],0,LHN,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LHNs,['LHNs'],1,#D4E29E,L,11851588,16,DPLc_post_lat_l,161.0,8.0,0.0,59.0,True,True,True,0.5,11851588.0,16.0,True,-0.0047290016374211,0.0607164120364096,-0.013498544444722,-0.0864766961159446,0.0382905770038128,-0.0287504519247104,0.0245517888942915,0.0207833726961692,0.0968763149490192,-0.0142377909726549,0.0432808488861277,-0.0560441992033729,0.0200181344463422,0.0463539183469205,0.0214487303679157,-0.0358282584289728,True,2.0,6.0,14.0,30.0,62.0,114.0,184.0,252.0,0.0,0.0445551210096759,-0.0445551210096759,1338.0,1097
2568465,mPN iACT B1_left,True,True,False,False,False,False,False,False,mPN,['mPN'],1,multi,['mPN_subclass_multi'],1,mPN-multi,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,PNs,['PNs' 'pre-dVNCs' 'pre-dSEZs'],3,#1D79B7,L,10167078,17,BAlp4_l,356.0,48.0,0.0,326.0,True,True,True,0.3333333333333333,10167078.0,17.0,True,-0.0187942706948584,0.0816949483039802,0.0825798977942251,0.0030396163260596,-0.0863833637023142,0.0755182600025354,0.0096475968232721,-0.0848433669276906,-0.0531661966226585,-0.0033759407987514,0.0078324021981762,-0.0144449512713742,-0.0615060894710595,-0.0826930964013015,-0.0405991090993923,-0.0091598137767381,True,2.0,5.0,12.0,26.0,54.0,100.0,166.0,236.0,0.0,0.376179360633424,-0.376179360633424,958.0,1089
2597151,AF5: Short-presynaptic-D-1R,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,L,3158085,18,DPLc_post_lat_l,253.0,13.0,0.0,142.0,True,True,True,0.875,3158085.0,18.0,True,-0.0059003448798283,0.0626659174921839,-0.0320897819371528,-0.0724795390666741,0.0658779527898712,-0.0705130280225058,-0.0285009244937831,-0.0282595641290684,0.0952468375101866,-0.0046605553500034,0.0842426308877739,-0.0900189641097495,-0.0450494791245303,0.0203136654771292,0.0436234923013196,-0.0199088329102218,True,2.0,6.0,14.0,30.0,62.0,114.0,183.0,183.0,0.0,-0.5041452510570829,0.5041452510570829,2017.0,1086
2612527,mPN iACT C2 left,True,True,False,False,False,False,False,False,mPN,['mPN'],1,multi,['mPN_subclass_multi'],1,mPN-multi,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,PNs,['PNs' 'pre-dVNCs' 'pre-dSEZs'],3,#1D79B7,L,4391978,19,BAmv3_l,563.0,31.0,0.0,407.0,True,True,True,0.25,4391978.0,19.0,True,-0.0233867469275522,0.1451028969801136,0.1455848032968011,-0.0406474454415706,-0.0495196733779493,0.065643826763977,0.0044067359783869,0.0443546705777546,0.0476483013768503,-0.048515757448633,0.0650711224309989,-0.1064853310481139,-0.0015748698829124,-0.0219065940219349,-0.0926047610486044,-0.0001183181809761,True,2.0,5.0,12.0,26.0,54.0,100.0,165.0,234.0,0.0,0.6259788184961365,-0.6259788184961365,744.0,1083
2628785,AE:BAmd2 r bilateral_left,True,True,False,False,True,False,False,False,unk,[],0,,[],0,unk,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,False,False,False,False,False,False,inter,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PNs,['PNs'],1,#1D79B7,L,4311586,20,BAmd2_v_l,203.0,54.0,120.0,112.0,True,True,True,0.2857142857142857,4311586.0,20.0,True,-0.0065238890956474,0.0518057526874123,0.0780531121065054,0.0020671492719021,-0.0287179635538294,0.0425431046984348,0.0056026448073887,-0.0430622974589101,-0.0175724829397454,0.0145908747095812,-0.0165118020019439,-0.0132212057643976,-0.0328010345661688,-0.0599626254652213,-0.0005442523113611,-0.0088506772104705,True,2.0,5.0,12.0,26.0,54.0,100.0,165.0,233.0,0.0,0.8143599397419375,-0.8143599397419375,570.0,1081
2652641,BLVa_t hook 2 left,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,#ACAAC8,L,12882179,21,BLVa_t_l,79.0,14.0,0.0,13.0,True,True,True,0.3333333333333333,12882179.0,21.0,True,-0.0003140909518042,0.0013199665673557,4.3756448821530105e-05,-0.0051788348640019,-0.0085829497351602,-0.0059815146363746,-0.0214389656133913,0.0250462621630133,-0.0073171937743755,-0.0090759482927099,-0.0091292889242508,0.0131508488213588,-0.0045111854202863,0.0027119374278917,0.0130325907234265,-0.0270353035359677,True,1.0,4.0,10.0,22.0,45.0,87.0,150.0,150.0,0.0,1.425345392075802,-1.425345392075802,263.0,1079
2797480,DPLc_post_med descending left,True,True,False,False,True,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,L,13713529,22,DPLc_post_med_l,101.0,22.0,50.0,96.0,True,True,True,0.8571428571428572,13713529.0,22.0,True,-0.008816332216542,0.05370689642401,0.0248407131046806,-0.0266548476751001,-0.0884240586336721,0.0506052646665554,0.022563537924314,-0.1048842887806363,-0.0502859621483788,-0.0638102128505078,0.0145499489212138,-0.0048974805832405,0.0015714769900941,-0.0493903423441132,-0.0324518939483115,-0.0400454939474297,True,2.0,6.0,14.0,29.0,59.0,107.0,174.0,244.0,0.0,-0.4171732036082728,0.4171732036082728,1913.0,1216
2964760,DPLd C neuron left,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,pre-dVNCs,['pre-dVNCs'],1,#E0B1AD,L,10855798,23,DPLd_l,83.0,7.0,0.0,30.0,True,True,True,1.0,10855798.0,23.0,True,-0.0066344879852194,0.0247813572781979,-0.0098073549879849,-0.0042412913783405,-0.0094118400867467,0.0038205375296292,-0.0039534030466346,-0.006890199866288,-0.0206256935513947,-0.0502807808058273,0.0369826980630376,-0.0264654740406156,0.0194309201083523,-0.0011910002739539,0.0015031359516276,-0.0074581447230222,True,1.0,3.0,7.0,15.0,32.0,65.0,118.0,192.0,0.0,-0.2476412192376174,0.2476412192376174,1684.0,1205
2966602,K ; DPLam med _left,True,True,False,False,False,False,False,False,LHN;CN,['FBN' 'LHN' 'CN'],3,,[],0,LHN;CN,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,MB-FBNs,['LHNs' 'MB-FBNs' 'CNs' 'pre-dSEZs'],4,#C144BC,L,12704069,24,DPLd_l,337.0,73.0,0.0,326.0,True,True,True,0.5,12704069.0,24.0,True,-0.0432102381414611,0.1530286988254842,-0.0632287409965007,-0.0867592992655793,0.0836313467610065,-0.0327786317663148,0.0500565640626997,0.0655437868381937,-0.011077283289586,-0.2920406278706196,0.2244523546759973,-0.1312549247200021,-0.076370637584131,-0.0352409465052814,0.0624046543603067,0.0342312780916733,True,2.0,6.0,13.0,28.0,58.0,105.0,105.0,105.0,0.0,-0.6027478272478477,0.6027478272478477,2134.0,1204
2979486,GX; Left,True,True,False,False,False,False,False,False,LHN,['LHN'],1,,[],0,LHN,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,LHNs,['LHNs' 'pre-dSEZs'],2,#D4E29E,L,9585145,25,DPLd_l,175.0,31.0,0.0,62.0,True,True,True,0.5,9585145.0,25.0,True,-0.01470900432977,0.0435995774206948,-0.0037883063594303,-0.0347750879354453,-0.0023221567854075,0.0063853139252523,0.0079613426677287,0.0384686534713637,0.0002758707638572,-0.1057237642577701,0.1043370645902179,-0.0816302370513496,-0.0466265478860406,-0.0081062855424773,0.0283470375929832,0.0358717430045096,True,2.0,6.0,14.0,30.0,62.0,113.0,181.0,181.0,0.0,-0.0863356478850554,0.0863356478850554,1486.0,1203
2979675,DPLam Talon 1 left,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,pre-dVNCs,['pre-dVNCs'],1,#E0B1AD,L,7422253,26,DPLam_l,177.0,20.0,8.0,97.0,True,True,True,1.0,7422253.0,26.0,True,-0.003850270696166,0.0313751368429442,-0.0055536174127126,-0.043472717347843,-0.0471086903611892,-0.0216850606881966,-0.071081212957142,0.0618795766307312,-0.0132318890584971,-0.0098584547264392,0.0225182874862607,-0.0276170842419634,-0.0165355108026287,-0.0128341317234518,-0.017528144103238,0.0519497622492346,True,1.0,3.0,7.0,16.0,33.0,67.0,67.0,67.0,0.0,-0.3193537470128007,0.3193537470128007,1777.0,1202
2988292,Two-headed cobra left,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,ipsi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,pre-dVNCs,['pre-dVNCs' 'pre-dSEZs'],2,#E0B1AD,L,19046339,27,DPlal1-3_med_l,322.0,19.0,0.0,110.0,True,True,True,0.7272727272727273,19046339.0,27.0,True,-0.0099139898601957,0.0609788234910412,0.0099483887027669,-0.0432131678937514,-0.0924864188801823,0.0433110625320435,-0.0346485578001571,-0.0293631601615679,-0.0264961581712206,0.0087011760526326,0.0233590420827863,-0.0408965737574177,-0.0242858268027678,-0.0628873768234899,-0.082730910233219,0.0807022728857286,True,2.0,6.0,14.0,29.0,59.0,108.0,176.0,246.0,0.0,-0.2455431805866652,0.2455431805866652,1683.0,1211
3043970,SLO_left,True,True,False,False,False,False,False,False,unk,[],0,,[],0,unk,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,bi,False,False,False,False,False,False,inter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,unk,[],0,#ACAAC8,L,16181130,28,DPMl_ant_ven_l,233.0,54.0,0.0,39.0,True,True,True,0.6,16181130.0,28.0,True,-0.0069603135310827,0.0568230200443549,0.003379859828543,-0.0617106903725839,-0.085665217522817,0.0717654776169347,0.0244897622884961,-0.1531906431910854,-0.0569348820365966,-0.0194627035489887,-0.0485731378485978,0.072825745862616,-0.1759194029282292,0.0989317651547747,0.1039763349934898,-0.0194045781345196,True,2.0,6.0,14.0,29.0,59.0,107.0,174.0,244.0,0.0,-0.1311718297359644,0.1311718297359644,1536.0,1244
3044500,DPLc1 Descending L,True,True,False,False,False,False,False,False,dSEZ,['dSEZ'],1,,[],0,dSEZ,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,contra,True,False,False,False,False,False,output,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,dSEZs,['dSEZs' 'pre-dVNCs' 'pre-dSEZs'],3,#D88052,L,6317793,29,DPMl_ant_ven_l,403.0,64.0,141.0,275.0,True,True,True,0.8571428571428572,6317793.0,29.0,True,-0.0056923357076542,0.075154581371799,-0.0417635795621381,-0.0496740698613918,-0.090673992456473,-0.1260709697263383,-0.1657800247462168,-0.0373214807818338,-0.0181674150740647,0.0290026618071953,0.0129013605511707,-0.0049289654918829,0.0626566543348636,0.0223746656340477,0.0101256038174309,0.064513523927116,True,2.0,6.0,14.0,29.0,60.0,109.0,177.0,247.0,0.0,-0.6144663581769969,0.6144663581769969,2147.0,1243
